Sentence,Label
پہلی بات تو میری اریب نہ مرد سے ہے اگر لوگ تم لوگوں کے چینل کو نہ دیکھیں تو تم لوگوں کی اوقات دو ٹکے کی بھی نہ رہے اور دوسری بات اگر تمہاری بیوی شلوار اتار کر اپنی بونڈ دے گی سب کو تو لوگوں نے لینی ہے اس میں چمچہ اور ڈونگا لے کے کھڑکا والی کون سی بات ہے تم اپنی بیوی کو اتنا ہی عزت دار سمجھتے ہو تو اس کو پردے میں مارکیٹ میں اس کی بونڈ دینے کے لیے کیوں بھیج دیتے ہو لوگوں نے تو پھر اس کی برجانی ہی بجانی ہے تیسری بات تمہارے گھر میں کمانے والا مرد ہے کون اقراء کماتی ہے وہ کتے کی طرح تمہیں بوٹی ڈال دیتی ہے اور تم بھونکنا شروع ہو جاتے ہو اس کے ساتھ مل کے سمجھ میں ائی اپنی نہ تم لوگ اوقات میں رہ کے بات کرو جب مارکیٹ میں اپنی بونڈ دینے کے لئے اقراء اتی ہے تو لوگ لیتے ہیں کوئی زیادہ لے لیتے ہیں کوئی کم لیتے لے لیتا ہے اگر عزت دار ہوتے تو اپنی بیوی کو گھر میں رکھتے اور کماتے سمجھ میں ائی دوسروں کو بات کرنے سے پہلے نہ اپنی چارپائی کے نیچے سوٹا مار کے دیکھ لو کتنا گند ہے وہ سیانے کہتے ہیں کہ گند میں پتھر پھینکنے سے چھینٹے اپنے اوپر ہی اتے ہیں تم لوگوں کا بھی وہی حساب ہے تم وہ گند ھو جس کے چھینٹے معاشرے میں پڑ رہے ہیں جس کی وجہ سے بہت سارے لوگ بیٹی سے نفرت کرتے ہیں کہ بیٹی بڑی ہو کر گند ہی پھیلائے گی حالانکہ تم جیسی گندی عورتوں نے معاشرے کو گندا کیا ہوا ہے ایسے نام مردوں کی وجہ سے جو کماتے نہیں عورت کو بازار میں بیچ کر کہتے ہو کہ اس کی کوئی بونڈ نہ مارے اس کی کوئی پھودی نہ مارے شرم نہیں اتی تم اور پھر کہتے ہو کہ لوگ ہماری عزت کریں عزت کی نظر سے تم لوگوں کو دیکھا جائے تم لوگوں نے کیا نہیں کیا تمہاری بیوی کا پیٹ نظر ایا شادی والے ویڈیو میں اس کی برا نظر ائی اس کے بوبز بھی نظر ائے پیٹ سارا کمر سائی نظر ائی یہ عزت دار لوگوں کی شادیاں تھی بتاؤ تم لوگوں کے کام عزت داروں والے ہیں تمہاری بیوی کے جو بوبس ہیں کتنے چوٹے ہیں سارا سینا سامنے سے نظر اتا ہے اس کی بونڈ کے اوپر کوئی ماس بوٹی نہیں سوشل میڈیا پر لوگ تم لوگوں کو گالیاں سچ میں دیتے ہیں کیونکہ تم لوگ ڈیزرو کرتے ہو وہ گلیاں اور جو مرد عورت کی کمائی پہ پلتا ہو اس کو مرد کہنا ایک گالی ہے,h
اس کا نہ باپ ہے اور نہ ماں ہے کھسرا ہے شام,h
ان کے وجود سے زمین پاک کرنی چاہیے۔,h
دماغ کا ستیاناس کر کے تم نے بات کرنے کی تمیز بھی کھو دی ہے۔,o
بھائی جان شامیر کی بات ہی نا کریں۔۔۔۔وہ تو ہے ہی ضمیر فروش انسان,h
اریب بھائی صرف اپ ڑ ہنہ بولا کریں اور بس سب ٹھیک ہے اور یہ جو اپ نے اپنی اج نیوز سنائی بہت اچھی لگی اپ کے نیوز سب ہی نیوز اپ کی بہت اچھی تھی اور اپ نے بہت لمبی نیوز ہمیں سنائی تو اس کے اس کا مطلب کہ ہمیں بھی اپ کو نیوز اچھی سی اور لمبی سنانے چاہیے اس وجہ سے میں اپ کو نیوز سنا رہی ہوں,n
ایسے افراد سے ہوشیار رہنا چاہیے۔,h
یہوی نسل کے لوگ کبھی وفادار نہیں ہو سکتے۔,h
محنت کم نہیں کر سکتے لتر لتر زبان چلا کر اس کی کمائی کھا رہے ہیں ۔ اریب تو ویسے خاوند کم ملازم ذیادہ لگتا ہے ۔جلد سوشل میڈیا ڈالر دینا بند کر رہا ہے ۔روز رات کو اگلے دن کی ڈرامہ بازی سوچ کر سونے کی کوشش کرتے ہیں لیکن نیند پھر نہیں آتی ۔سارا ٹبر چڑیلوں کے کردار والی ہے ۔۔۔,n
"انسان دوسروں کی غلطیوں پر تنقید تو کرتا ہے لیکن اپنی غلطیاں کیوں نہیں مانتا؟ اس کی کئی نفسیاتی اور سماجی وجوہات ہو سکتی ہیں خود کو درست سمجھنے کا رجحان انسان کا ذہن اپنی غلطیوں کو نظرانداز کرنے اور جواز دینے کا عادی ہوتا ہے۔ جب وہی غلطی دوسرا کرے تو وہ اسے واضح طور پر دیکھ لیتا ہے، لیکن اپنی غلطیوں کو نظرانداز کر دیتا ہے۔ ایگو اور انا اپنی غلطی ماننا اکثر انا کے خلاف ہوتا ہے، کیونکہ اس سے خود کو کمزور محسوس ہو سکتا ہے۔ اس لیے لوگ دوسروں پر تنقید کر کے اپنی برتری ثابت کرنے کی کوشش کرتے ہیں۔ دفاعی رویہ بہت سے لوگ اپنی غلطی تسلیم کرنے کو اپنی کمزوری سمجھتے ہیں، اس لیے وہ فوراً دفاعی رویہ اختیار کر لیتے ہیں اور بجائے اپنی غلطی قبول کرنے کے، دوسروں کی غلطیاں تلاش کرنے لگتے ہیں۔ دوسروں پر توجہ دینے کی عادت لوگ عموماً اپنی زندگی اور رویوں کا تجزیہ کم کرتے ہیں اور دوسروں پر زیادہ توجہ دیتے ہیں، جس کی وجہ سے انہیں اپنی غلطیاں نظر نہیں آتیں۔ خود کو بہتر محسوس کرنا کچھ لوگ دوسروں کی غلطیوں پر تنقید کر کے خود کو بہتر محسوس کرتے ہیں۔ انہیں ایسا لگتا ہے کہ وہ زیادہ عقل مند یا نیک ہیں، جبکہ دوسرے غلطیاں کرتے ہیں۔ نفسیاتی اندھا پن انسانی دماغ بعض اوقات اپنی ہی خامیوں کو نظرانداز کر دیتا ہے۔ یہ ایک نفسیاتی کیفیت ہے جس میں انسان خود پر تنقید کرنے کے بجائے دوسروں کی خامیوں کو دیکھنے لگتا ہے۔ منافقت اور دوہرے معیار کچھ لوگ دوسروں پر سختی سے تنقید کرتے ہیں لیکن جب وہی عمل خود کرتے ہیں تو اسے غلط نہیں سمجھتے۔ یہ دوہرے معیار کی نشانی ہے۔ اس کا حل کیا ہے؟ خوداحتسابی روزانہ خود سے سوال کریں کہ کیا میں بھی وہی غلطی کر رہا ہوں جس پر میں دوسروں کو تنقید کا نشانہ بنا رہا ہوں؟ تنقید کے بجائے رہنمائی کریں بجائے دوسروں کو نیچا دکھانے کے، ان کی بہتری میں مدد کریں۔ دوسروں کو معاف کرنا سیکھیں اگر ہم دوسروں کو غلطیوں پر معاف کریں تو ہم اپنی غلطیوں کو بھی بہتر طور پر دیکھ سکیں گے۔ کھلی ذہنیت اپنائیں دوسروں کی رائے سننے اور اپنی غلطیوں کو قبول کرنے کا حوصلہ رکھیں۔ اگر انسان خود کو بہتر بنانے پر توجہ دے اور اپنی غلطیوں کو تسلیم کرے، تو وہ نہ صرف ایک اچھا انسان بن سکتا ہے بلکہ دوسروں کو بھی مثبت انداز میں سیکھنے کا موقع دے سکتا ہے۔",n
میں آپ کا بہت بڑا فین ھوں جب بھی آپ کوئی وڈیو بناتے ھیں میں گالی دینے ضرور آتا ھوں ایسے انسان کی قدر کریں کیونکہ ایسے لوگ باپ کی وفات کے چار سال بعد پیدا ہوتے ہیں,h
سب لوگ دعا کرو اللہ تعالیٰ مجھے اس محرم الحرام کے مہینے کے صدقے اللہ تعالیٰ مجھے اولاد کی نعمت سے نوازا دے آمین سب لوگ آمین بول دے,n
یہودی قوم کبھی ترقی نہیں کر سکتی۔,h
گرتے ہیں شہسوار میدانِ جنگ میں وہ طفل کیا گرے جو گھٹنوں کے بل چلے آپ حوصلہ مند انسان ہو اور عاجز ہو۔ اللہ کا شاید یہی بات پسند ہو آپ کی۔ اپنا کام جاری رکھو اور ایسے کمینے لوگوں سے دور رہو۔ ہماری دعائیں آپ کے ساتھ ہیں۔,n
اس کا کوئی حق نہں بنتا کہ اس کو سبسکرائبر ملیں لیکن پھیر بھی اس کو سبسکرائبر مل گئے,o
یار شام تو بہت گھٹیا بندہ ہے میں نے اسے اسی دن انسبسکرائیب کر دیا تھا جس دن ڈکی نے پہلی ویڈیو اپلوڈ کی تھی ۔۔,n
او شاپر لوڑے شاہ ۔۔بندہ گھر پہ بیٹھ کر وہ لاگ دیکھ رہا ہوتا ہے اور تم پھدی کے بکواس کرتے ہو اس کا مطلب ہے تیرا ویلاگ نہ دیکھا کریں پھر مہینے بعد لن لینا ڈالرز نی آئیں گے,o
"ناپاک عورتیں ناپاک مرد کے لئے ہیں۔ اور ناپاک مرد ناپاک عورتوں کے لئے ہیں۔ اور پاک مرد پاک عورتوں کے لئے ہیں، اور پاک عورتیں پاک مردوں کے لئے۔",n
وہ اِنسان کبھی کوئی رِشتہ قائم نہیں رکھ سکتا جو غلط فہمی میں پیدا ہونے والے سوالوں کے جواب بھی خُود ہی بنا لیتا ہے,n
"ہر سکے کے دو رخ ہوتے ہیں، اور میں اسے پورے دل سے قبول کرتا ہوں ڈکی سے ملاقات کے بعد، میں نے دریافت کیا ہے کہ کیا ناقابل یقین ہے۔",n
"یوٹیوب پر ڈرامے بازی عوام کی آنکھیں کب کھلیں گی؟ آج کل یوٹیوب کا نیا ٹرینڈ یہی ہے کہ ایک یوٹیوبر دوسرے پر الزامات لگائے، اس کی ذاتی زندگی کو نشانہ بنائے، اور پھر جواب میں دوسرا یوٹیوبر بھی ویسی ہی ویڈیو بنا کر مزید تماشہ کھڑا کر دے۔ یہ کوئی اتفاق نہیں بلکہ ایک سوچا سمجھا منصوبہ ہوتا ہے، جس کا مقصد صرف اور صرف ویوز اور ڈالر کمانا ہے۔ شامی ادریس، ڈکی بھائی، ندیم نانی والا اور دیگر یوٹیوبرز کی یہ حالیہ جنگ بھی اسی مقصد کے تحت جاری ہے۔ یہ لوگ عوام کے جذبات سے کھیلتے ہیں، ان کی معصومیت کا فائدہ اٹھاتے ہیں اور ایک ایسی مصنوعی دشمنی پیدا کرتے ہیں جس کا حقیقت سے کوئی تعلق نہیں ہوتا۔ جیسے ہی کوئی نیا اسکینڈل بنتا ہے، سوشل میڈیا پر آگ لگ جاتی ہے، اور لوگ تجسس میں ان کی ویڈیوز پر ٹوٹ پڑتے ہیں۔ نتیجہ؟ ان کے بینک اکاؤنٹس میں ڈالرز کی بارش ہونے لگتی ہے اور عوام کو کچھ نہیں ملتا، سوائے وقت کے ضیاع اور ذہنی خلفشار کے۔ یہ ٹرینڈز ہمیں ٹک ٹاک پر بھی دیکھنے کو ملے، جہاں لوگ مشہور ہونے کے لیے کسی بھی حد تک جا سکتے ہیں۔ یہی حال یوٹیوب پر بھی ہو رہا ہے۔ کچھ سال پہلے یوٹیوبرز معلوماتی اور تفریحی مواد دیا کرتے تھے، لیکن اب زیادہ تر کا ہدف صرف سنسنی خیزی اور جھوٹے الزامات کے ذریعے وائرل ہونا رہ گیا ہے۔ عوام کو اب آنکھیں کھولنے کی ضرورت ہے ہر وہ مواد جو بلاوجہ کی دشمنی، ذاتی حملوں، اور الزامات پر مبنی ہو، اسے نظر انداز کیا جائے۔ یاد رکھیں، یہ لوگ نہ آپ کے دوست ہیں، نہ آپ کے خیر خواہ۔ یہ صرف اور صرف پیسہ کمانے کی مشینیں ہیں، اور جتنا آپ ان کے ڈرامے دیکھیں گے، اتنا ہی یہ آپ کو مزید بے وقوف بناتے جائیں گے۔ لہٰذا، ان کا تماشا صرف انٹرٹینمنٹ کے طور پر دیکھیں، لیکن اسے حقیقت نہ سمجھیں۔ اگر آپ کو معیاری مواد چاہیے تو ایسے یوٹیوبرز کو سپورٹ کریں جو واقعی کچھ نیا سکھانے، بتانے یا تفریح فراہم کرنے آئے ہیں، نہ کہ صرف چیخنے چلانے اور جھوٹے جھگڑوں سے ویوز بٹورنے۔ ورنہ آپ بھی اسی ڈرامے کا حصہ بن جائیں گے، جہاں صرف یوٹیوبرز کا فائدہ ہے، اور عوام کا صرف وقت برباد ہو رہا ہے۔ یاسر وزیر",n
یہودی نسل کے لوگ صرف فساد برپا کرتے ہیں۔,h
ان کا معاشرہ انتہا پسندوں سے بھرا ہوا ہے۔,h
ڈکی بھائی تم اپنا بیوی کو ہیرا منڈی لے کے جائے کیوں کہ سب سے ب تم ہو ب کے بچے,o
آپ نے تو شام کی ابلیس کو ایسے پکڑا ہے جیسے نیب والوں نے نوازشریف کو,o
سعد بھائی کیا ہوا مدد نہیں نکالا گیا میں بھی کیوں نہیں ابھی تک ایا مجھے لگتا ہے اپ اس کو پڑھنے کی جگہ پے رہو,n
"شکل ، آواز ٹون ، اور بدتمیز گفتگو سے شریف تو آپ بالکل بھی نظر نہیں آتے",o
عوام کو چوٹیاں بنایا ہوا ہے پتہ نہیں کس کام میں لگا دیا ہے بندا کس پر بھروسہ کریں,o
یہودی قوم والے کبھی ایماندار نہیں ہوتے۔,h
ان کی عبادتیں صرف تشدد پر اکسانے والی ہیں۔,h
دماغی معذوری کے ساتھ جینے کا فن تم نے خوب سیکھا ہے۔,o
دھمکی آمیز فون کال پرقانونی چارہ جوئی فون جدید دور کی بہترین ایجاد ہے مگر کچھ شرپسند لوگ اسکا غلط استعمال کرتے ہیں اور اسکا واحد حل اس سہولت کو قانون کے ضابطہ میں لانا ہے پاکستان میں موجود ٹیلی گراف ایکٹ کی دفعہ ڈی کے تحت موبائل فون پر کسی کو دھمکی دینا سنگین جرم ہے جسکی باقاعدہ طور پر ایف آئی آر درج کی جاتی ہے یہ ایک سنگین جرم ہے اور اسکی سزا کم از کم تین سال قید اور جرمانہ ہے اس جرم کے ملزم کو پولیس بغیر ورانٹ کے بھی گرفتار کرسکتی ہے اور ایسے مقدمات کی سماعت مجسٹریٹ کرتا ہے مزید راہنمائی کے لیے مندرجہ ذیل عدالتی نظائر کا مطالعہ کریں,n
عوام کو بے وقوف بنانے والا بے غیرت یوٹیوبر اس سالے کو ان سبسکرائب کرو یہ فتنے کی جڑ ہے فسادی انسان,h
ڈکی بھائی فائنلی اپ نے بلاگ ڈال دیا میں نے اب سب لوگ کا بہت انتظار کیا اپ بھی بولو اپ کا بھی حق بنتا ہے یہ لوگ نے اپ کے ساتھ جھوٹ بولا,n
کیا چوتیاپا ہے؟؟؟ تم لوگ عوام کو پھدو بنانے پر لگے ہو۔۔۔ اور عوام پھدو بننے پر لگے ہیں۔۔۔,o
اڈو کے مرجا ڈکیا ڈوب کے مر جا تو ہون ایداں نے کمنٹ دینے لگ گیا واں میں تیری ویڈیو نہ ہو پہلے تین چار منٹ کر ریا ہو سکے تو تیمور بھائی دے نال دا کمنٹ کر تیمور بھائی دے نام دا ہو سکے تو ڈکیا تو ساڈے کمنٹ دے کدی ویڈیو,n
شام اور شیطان ایک دونوں کی فطرت ایک مگر شیطان شام سے کچھ درجے نیک,o
میں نے کھبی ڈکی بھائی کو سبسکرائب نہیں کیا لیکن ہم میں سے ہر ایک اگر ڈکی کی جگہ ہوتا تو بہت کچھ کرجاتا کیونکہ گھر والے چاہے جیسے ںھی ہو سب سے زیادہ عزیز ہوتے ہے,n
سعد ڈکّی بھائی میں آج کی اس ویڈیو پر بہت خوش ہوا ہوں کہ ماشاءاللہ آپ نے جو بات کی ایک تو مناسب انداز اور مکمل ثبوت کے ساتھ۔ اللہ تعالیٰ اور عزت عطاء فرمائیں۔ زید علی آپ بھِی ماشاءاللہ ایک نفیص انسان واقع ہوئے ہیں۔ میں آپ زید کے وی لوگز نہیں دیکھتا مگر آپ کی اس مثبت گفتگو پر آپ کی چینل ضرور سسکرائب کروں گا۔ اللہ تعالٰی آپ کو بھی اور عزت سے نوزیں۔,n
قرض واپس کرنے سے مکرنے پر شخص کا دردناک انجام ایسی ویڈیو آپ نے پہلے کبھی نہیں دیکھی ھوگی یہ ویڈیو ضرور دیکھیں اور چینل کو ضرور سبسکرائب کریں,n
سچ کو دباتے کیوں ہو ڈکی کی ہمت کو سلام اگر میں ڈکی کی جگہ ہوتا تو میں سچ تو نہیں ٹیکسی کے بچے تیرا گلہ دبا دینا تھا,o
حرامی کتے زلیل بیغرت اس کے پیج پر کوئی ایسا ویڈیو نہیں ہے اور تم مادر چود اپنی ماں بہن کی چوت لوگوں سے مروا رہے ہو ۔تم پر لنعت خنزیر کے بچے سب پاکستانی عوام کے کو بے وقوف بنایا اور سب کو جنگ پے لگایا مادر چود بہن چود,o
ویسے ڈکی اللّٰہ نے آپ پر رحم کر کے آپکو مرد بنایا ہے ورنہ آپکی کام اور اور کرتوت تو ویسے تیسری مخلوق والے ہیں,o
یہ لوگ معاشرے کے لیے ناسور ہیں۔,h
ان کے رسم و رواج معاشرتی زہر ہیں۔,h
نہیں یار آپ بہت اچھے ہو یار مجھے آپ کے گھر والے سب آچھے لگتے آپ ہمیشہ مسکراتے رہو اللہ پاک آپ کو مذید عزت دے آمین ثم آمین,n
"ہر وقت دوسروں کو نیچا دکھانے والے، خود زمین پر گرے پڑے ہو۔",o
"جی تو شام ادریس کا ڈرامہ تو ایکسپوز ہو گیا۔ اب آپ کی باری۔ شام ادریس نے جو کیا وہ تو ساری دنیا جانتی ہے لیکن شاید یہ معاشرہ اندھا، گونگا اور بہرا ہے۔ آپ دونوں ایک ہی کھیت کی مولی ہیں۔ شام ادریس کے ڈرامے سے آپ کو کبھی فرصت ملے تو اپنے گریبان میں بھی جھانکیے گا۔ جس قدر آپ گالم گلوچ کرتے ہیں ال امان۔ شام ادریس غلط تھا۔ کیا غلط کو ایکسپوز کرنے کا جو رستہ آپ نے اپنایا ہے کبھی غور کریے گا۔ اس کی برائ کو دکھانے کے لیے آپ آپ نے اس سے بھی زیادہ برائ کا راستہ چنا۔ یہ ثابت کرنے کے لیے کہ وہ گرا ہوا ہے آپ اس سے بھی زیادہ گر گئے۔ آپ کی وہ ویڈیو جو آپ نے اس پہ بنائ تھی ایک سال پہلے اس میں زرہ آپ اپنی زبان کی غلاظت چیک کریں۔ وہ لائکس کا بھوکا ہے تو آپ کا اپنے بارے میں کیا خیال ہے؟ آپ نے بھی لائکس اور پیسے کے لیے ایک انسان کی عزت کی دھچیاں اڑا کر رکھ دیں۔ بدلے میں اس نے بھی پورا مقابلہ کیا۔ تو برا صرف وہی کیوں کہلایا جا رہا ہے؟ یہ قوم انتہائ اندھی گونگی اور بہری ہے جن کو کسی کی سچائ دیکھنے کے لیے آپ کی چرب زبانی کا سہارا لینا پڑھ رہا ہے۔ عوام کے اندر کا جانور تو ایسے چٹخارے کا ہمیشہ متلاشی رہتا ہے۔ لیکن آپ اپنے لیے کیا اکٹھا کر رہے ہیں کبھی سوچیے گا۔ آپ دونوں ایک ہی کشتی کے سوار ہیں۔ میں نے اپنا فرض ادا کر دیا۔ ہر انسان اپنے اعمال کا خود دمہ دار ہے۔ جو عوام کو سپورٹ کر رہی ہے۔ وہ یہ مت بھولیں کے ان کے عیب کبھی اس طرح معاشرے میں اچھالے جا سکتے ہیں۔ کیون کہ فرشتہ تو کوئ بھی نہیں نازل ہوا اس دنیا میں۔",o
جیئو نیوز والے سے گزارش ہے کہ اگر زیادہ فالورز چاہتے ہو تو کمینٹ کرنے والوں کے لئے تنخواہ کے بندوبست کر لیں,n
گدھا تم سب کو شرم آنی چاہیے پوری دنیا میں پاکستان کا نام بد نام کر رہے ہو صرف سبسکرائبر بڑھانے کے لئے,h
ھم پاکستانی کو اور پریشانی کم ھے جو آپ کی بکوس سنے بڑی ناسو ولا ڈگی,o
یہودی نسل سے کوئی خیر کی توقع نہیں۔,h
ان کے بچے بھی نفرت سیکھتے ہیں۔,h
نانی والا اور رجب جیسے پھدوں کے ہوتے ہوئے۔ ڈکی جیسے چلاک منافق۔ کبھی بھوکھے نہیں مرتے۔ اس کا امیج پاکستان میں کچھ عرصے سے ایک دلال اور کنجر جیسا بن گیا تھا اس نے اپنا امیج چینج کرنے کے لیے ان دو گدھوں کا۔ استمعال کی۔ طلحہ کی مدد سے,o
"بے غیرت، بے شڑم، جھوٹا مکار انسان بدلہ بردار نے ثبوتوں کے ساتھ لاسٹ ویڈیو میں ثابت بھی کیا تھا جو اس نے اڑوا دی۔",o
ان کی موجودگی فساد کی علامت ہے۔,h
